Economy,Year,Ease of Doing Business Rank,Starting a Business - Rank,Starting a Business - Procedures (number),Starting a Business - Time (days),Starting a Business - Cost (% of income per capita),Starting a Business - Paid-in Min. Capital (% of income per capita),Dealing with Construction Permits - Rank,Dealing with Construction Permits - Procedures (number),Dealing with Construction Permits - Time (days),Dealing with Construction Permits - Cost (% of income per capita),Getting Electricity - Rank,Getting Electricity - Procedures (number),Getting Electricity - Time (days),Getting Electricity - Cost (% of income per capita),Registering Property - Rank,Registering Property - Procedures (number),Registering Property - Time (days),Registering Property - Cost (% of property value),Getting Credit - Rank,Getting Credit - Strength of legal rights index (0-10),Getting Credit - Depth of credit information index (0-6),Getting Credit - Public registry coverage (% of adults),Getting Credit - Private bureau coverage (% of adults),Protecting Investors - Rank,Protecting Investors - Extent of disclosure index (0-10),Protecting Investors - Extent of director liability index (0-10),Protecting Investors - Ease of shareholder suits index (0-10),Protecting Investors - Strength of investor protection index (0-10),Paying Taxes - Rank,Paying Taxes - Payments (number per year),Paying Taxes - Time (hours per year),Paying Taxes - Profit tax (%),Paying Taxes - Labor tax and contributions (%),Paying Taxes - Other taxes (%),Paying Taxes - Total tax rate (% profit),Trading Across Borders - Rank,Trading Across Borders - Documents to export (number),Trading Across Borders - Time to export (days),Trading Across Borders - Cost to export (US$ per container),Trading Across Borders - Documents to import (number),Trading Across Borders - Time to import (days),Trading Across Borders - Cost to import (US$ per container),Enforcing Contracts - Rank,Enforcing Contracts - Time (days),Enforcing Contracts - Cost (% of claim),Enforcing Contracts - Procedures (number),Resolving Insolvency - Rank,Resolving Insolvency - Time (years),Resolving Insolvency - Cost (% of estate),Resolving Insolvency - Recovery rate (cents on the dollar)
Equatorial Guinea,DB2012,155,178,21,137,101.4,14.6,100,15,166,150.6,88,5,106,571.1,80,6,23,6.2,98,6,2,2.9,0,147,6,1,4,3.7,167,46,492,0,25.4,20.6,46,134,7,29,"1,411",7,48,"1,411",74,553,18.5,40,183,no practice,no practice,0
Eritrea,DB2004,..,..,13,91,179.9,748.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Eritrea,DB2005,..,..,13,91,153.5,638.7,..,..,..,..,..,..,..,..,..,11,78,9.2,..,2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2006,..,..,13,76,130.4,535.2,..,no practice,no practice,no practice,..,..,..,..,..,11,78,9.2,..,2,0,0,0,..,4,5,5,4.7,..,18,216,..,..,..,84.5,..,10,59,"1,331",12,69,"1,581",..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2007,..,..,13,76,115.9,449.8,..,no practice,no practice,no practice,..,..,..,..,..,11,78,9.2,..,2,0,0,0,..,4,5,5,4.7,..,18,216,..,..,..,84.5,..,10,59,"1,331",12,69,"1,581",..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2008,..,..,13,84,125.8,488,..,no practice,no practice,no practice,..,..,..,..,..,11,78,9.2,..,2,0,0,0,..,4,5,5,4.7,..,18,216,..,..,..,84.5,..,10,59,"1,331",12,69,"1,581",..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2009,..,..,13,84,102.2,396.7,..,no practice,no practice,no practice,..,..,..,..,..,11,78,9.2,..,2,0,0,0,..,4,5,5,4.7,..,18,216,..,..,..,84.5,..,10,50,"1,431",12,60,"1,581",..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2010,..,..,13,84,76.5,297,..,no practice,no practice,no practice,..,5,59,"5,051.60",..,11,78,9.1,..,2,0,0,0,..,4,5,5,4.7,..,18,216,..,..,..,84.5,..,10,50,"1,431",12,60,"1,581",..,405,22.6,39,..,no practice,no practice,0
Eritrea,DB2011,178,179,13,84,69.2,268.4,183,no practice,no practice,no practice,94,5,59,"4,156.70",178,11,78,9.1,177,2,0,0,0,108,4,5,5,4.7,117,18,216,..,..,..,84.5,164,10,50,"1,431",12,59,"1,581",48,405,22.6,39,183,no practice,no practice,0
Eritrea,DB2012,180,182,13,84,62.6,243,183,no practice,no practice,no practice,96,5,59,"4,436.60",178,11,78,9.1,177,2,0,0,0,111,4,5,5,4.7,121,18,216,8.8,0,75.8,84.5,165,10,50,"1,431",12,59,"1,581",47,405,22.6,39,183,no practice,no practice,0
Estonia,DB2004,..,..,6,72,8,53,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425,14.9,34,..,3,9,36.6
Estonia,DB2005,..,..,6,72,7.5,49.7,..,..,..,..,..,..,..,..,..,3,51,0.7,..,6,5,0,9.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,425,14.9,34,..,3,9,39.2
Estonia,DB2006,..,..,6,35,6.2,41.4,..,11,131,29,..,..,..,..,..,3,51,0.7,..,6,5,0,12.5,..,8,3,6,5.7,..,7,81,..,..,..,51.1,..,3,5,675,4,5,675,..,425,14.9,34,..,3,9,39
Estonia,DB2007,..,..,6,35,5.1,34.3,..,12,132,24,..,..,..,..,..,3,51,0.7,..,6,5,0,18.2,..,8,3,6,5.7,..,7,81,..,..,..,49.9,..,3,5,675,4,5,675,..,425,14.9,34,..,3,9,39.9
Estonia,DB2008,..,..,5,7,2,28.1,..,12,132,19.7,..,..,..,..,..,3,51,0.5,..,6,5,0,19.7,..,8,3,6,5.7,..,7,81,..,..,..,49.2,..,3,5,675,4,5,675,..,425,14.9,34,..,3,9,39.1
Estonia,DB2009,..,..,5,7,1.7,23.7,..,13,133,16.9,..,..,..,..,..,3,51,0.5,..,6,5,0,20.6,..,8,3,6,5.7,..,7,81,..,..,..,48.6,..,3,5,730,4,5,740,..,425,14.9,34,..,3,9,37.5
Estonia,DB2010,..,..,5,7,1.7,23.2,..,13,133,16.5,..,4,111,206.1,..,3,18,0.5,..,6,5,0,20.6,..,8,3,6,5.7,..,7,81,..,..,..,49.1,..,3,5,730,4,5,740,..,425,22.3,35,..,3,9,37.5
Estonia,DB2011,18,38,5,7,1.9,25.4,37,13,148,18.3,48,4,111,229.1,13,3,18,0.5,37,7,5,0,22.4,60,8,3,6,5.7,42,7,81,..,..,..,49.6,4,3,5,725,4,5,725,28,425,22.3,35,75,3,9,35.5
Estonia,DB2012,24,44,5,7,1.8,24.4,89,13,148,17.8,48,4,111,222.5,13,3,18,0.4,40,7,5,0,33.1,65,8,3,6,5.7,51,8,85,8,39.4,11.2,58.6,3,3,5,725,4,5,725,29,425,22.3,35,72,3,9,36.9
Ethiopia,DB2004,..,..,8,44,483.9,"1,964.20",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,690,15.2,38,..,3,15,32.1
Ethiopia,DB2005,..,..,7,32,77.4,"1,821.90",..,..,..,..,..,..,..,..,..,12,43,4.6,..,4,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,690,15.2,38,..,3,15,32.1
Ethiopia,DB2006,..,..,7,32,64.9,"1,532.00",..,9,128,"1,695.40",..,..,..,..,..,12,43,4.2,..,4,0,0,0,..,4,4,5,4.3,..,19,212,..,..,..,31.1,..,7,45,"1,617",9,41,"2,790",..,690,15.2,38,..,3,15,33.1
Ethiopia,DB2007,..,..,7,16,45.9,"1,083.80",..,9,128,"1,199.40",..,..,..,..,..,12,43,3.5,..,4,2,0.1,0,..,4,4,5,4.3,..,19,212,..,..,..,31.1,..,7,45,"1,617",9,41,"2,790",..,690,15.2,38,..,3,15,33.1
Ethiopia,DB2008,..,..,7,16,41.3,960,..,9,128,"1,062.40",..,..,..,..,..,12,43,3.5,..,4,2,0.1,0,..,4,4,5,4.3,..,19,198,..,..,..,31.1,..,7,45,"1,617",9,41,"2,790",..,690,15.2,38,..,3,15,33.1
Ethiopia,DB2009,..,..,7,16,29.8,693.6,..,9,128,767.6,..,..,..,..,..,12,43,3.1,..,4,2,0.1,0,..,4,4,5,4.3,..,19,198,..,..,..,31.1,..,7,45,"1,957",9,41,"2,560",..,690,15.2,38,..,3,15,32.2
Ethiopia,DB2010,..,..,5,9,18.9,492.4,..,9,128,544.9,..,4,75,"4,987.20",..,10,41,2.2,..,4,2,0.1,0,..,4,4,5,4.3,..,19,198,..,..,..,31.1,..,7,48,"1,810",9,44,"2,660",..,620,15.2,37,..,3,15,32.2
Ethiopia,DB2011,104,91,5,9,14.1,367.7,57,9,128,406.9,84,4,75,"3,734.80",105,10,41,2.1,130,4,2,0.1,0,120,4,4,5,4.3,35,19,198,..,..,..,31.1,156,7,43,"1,760",9,44,"2,660",56,620,15.2,37,87,3,15,31.3
Ethiopia,DB2012,111,99,5,9,12.8,333.5,56,9,128,369.1,93,4,95,"3,386.00",113,10,41,2.1,150,4,2,0.2,0,122,4,4,5,4.3,40,19,198,26.8,0,4.3,31.1,157,7,42,"1,760",9,44,"2,660",57,620,15.2,37,89,3,15,31.4
Fiji,DB2004,..,..,7,45,30.2,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,397,38.9,34,..,1.8,38,20.4
Fiji,DB2005,..,..,7,45,28.9,0,..,..,..,..,..,..,..,..,..,3,68,2.3,..,7,..,0,21.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,397,38.9,34,..,1.8,38,20.5
Fiji,DB2006,..,..,8,46,28.4,0,..,14,140,40.9,..,..,..,..,..,3,68,2.3,..,7,3,0,28.3,..,3,8,7,6,..,33,140,..,..,..,41.5,..,10,24,573,10,24,570,..,397,38.9,34,..,1.8,38,20.6
Fiji,DB2007,..,..,8,46,25.8,0,..,14,140,37.2,..,..,..,..,..,3,68,2,..,7,3,0,33.4,..,3,8,7,6,..,33,140,..,..,..,41.5,..,10,24,573,10,24,570,..,397,38.9,34,..,1.8,38,20.8
Fiji,DB2008,..,..,8,46,25.3,0,..,14,140,36.5,..,..,..,..,..,3,68,2,..,7,3,0,41.2,..,3,8,7,6,..,33,140,..,..,..,41.5,..,10,24,573,10,24,570,..,397,38.9,34,..,1.8,38,20.2
Fiji,DB2009,..,..,8,46,25.2,0,..,17,148,47.3,..,..,..,..,..,3,68,2,..,7,3,0,42.3,..,3,8,7,6,..,33,140,..,..,..,41.5,..,10,24,654,10,24,630,..,397,38.9,34,..,1.8,38,20.1
Fiji,DB2010,..,..,8,46,25.3,0,..,17,148,46.7,..,5,82,"2,125.10",..,3,68,2,..,7,3,0,48.6,..,3,8,7,6,..,33,150,..,..,..,41.2,..,10,24,654,10,24,630,..,397,38.9,34,..,1.8,38,20.1
Fiji,DB2011,72,105,8,46,23.8,0,64,17,148,43.9,105,5,82,"2,035.80",49,3,68,2,64,7,3,0,47.7,44,3,8,7,6,78,33,163,..,..,..,39.3,113,10,22,654,10,23,630,63,397,38.9,34,123,1.8,38,20.5
Fiji,DB2012,77,119,9,45,25.1,0,73,17,148,46.3,110,5,82,"2,147.90",52,3,68,2,67,7,3,0,67.6,46,3,8,7,6,80,33,163,28,10.2,0.2,38.3,113,10,22,655,10,23,635,64,397,38.9,34,126,1.8,38,20.5
Finland,DB2004,..,..,3,31,1.1,29.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,277,13.3,33,..,0.9,4,88.3
Finland,DB2005,..,..,3,14,1.2,29.3,..,..,..,..,..,..,..,..,..,3,14,4,..,8,4,0,14.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,235,13.3,33,..,0.9,4,88
Finland,DB2006,..,..,3,14,1.2,28,..,16,66,68.5,..,..,..,..,..,3,14,4,..,8,4,0,14.7,..,6,4,7,5.7,..,20,269,..,..,..,49.5,..,4,8,420,5,8,420,..,235,13.3,33,..,0.9,4,89
Finland,DB2007,..,..,3,14,1.1,27.1,..,16,66,66.3,..,..,..,..,..,3,14,4,..,8,4,0,14.9,..,6,4,7,5.7,..,20,269,..,..,..,47.7,..,4,8,420,5,8,420,..,235,13.3,33,..,0.9,4,89.1
Finland,DB2008,..,..,3,14,1,7.7,..,16,66,60.6,..,..,..,..,..,3,14,4,..,8,4,0,14.9,..,6,4,7,5.7,..,20,269,..,..,..,47.8,..,4,8,420,5,8,420,..,235,13.3,33,..,0.9,4,88.2
Finland,DB2009,..,..,3,14,1,7.4,..,16,66,59.7,..,..,..,..,..,3,14,4,..,8,4,0,14.8,..,6,4,7,5.7,..,20,269,..,..,..,47.8,..,4,8,495,5,8,575,..,235,13.3,33,..,0.9,4,87.3
Finland,DB2010,..,..,3,14,0.9,7.2,..,16,66,62.7,..,5,53,28.9,..,3,14,4.1,..,8,4,0,14.7,..,6,4,7,5.7,..,8,243,..,..,..,47.7,..,4,8,540,5,8,620,..,375,13.3,33,..,0.9,4,87.3
Finland,DB2011,14,33,3,14,1.1,7.9,44,16,66,71.4,25,5,53,33.9,25,3,14,4,37,8,4,0,14.9,60,6,4,7,5.7,59,8,243,..,..,..,40.8,5,4,8,540,5,8,620,12,375,13.3,33,6,0.9,4,89.4
Finland,DB2012,11,39,3,14,1,7.3,45,16,66,66.6,25,5,53,31.7,25,3,14,4,40,8,4,0,20.5,65,6,4,7,5.7,28,8,93,13.7,24.2,1.2,39,6,4,8,540,5,8,620,11,375,13.3,33,5,0.9,4,89.1
France,DB2004,..,..,8,41,1.3,29.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,331,17.4,29,..,1.9,9,45.7
France,DB2005,..,..,5,7,1.1,0,..,..,..,..,..,..,..,..,..,9,183,5.9,..,4,4,1.7,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,331,17.4,29,..,1.9,9,45.7
France,DB2006,..,..,5,7,1.2,0,..,10,214,15.7,..,..,..,..,..,9,183,5.9,..,4,4,1.8,0,..,10,1,5,5.3,..,19,132,..,..,..,66,..,7,22,886,13,23,886,..,331,17.4,29,..,1.9,9,47.6
France,DB2007,..,..,5,7,1.1,0,..,10,184,15,..,..,..,..,..,9,183,6,..,6,4,..,0,..,10,1,5,5.3,..,19,132,..,..,..,65.8,..,4,11,"1,028",5,12,"1,148",..,331,17.4,29,..,1.9,9,48
France,DB2008,..,..,5,7,1.1,0,..,10,184,14.2,..,..,..,..,..,9,123,6.1,..,7,4,24.8,0,..,10,1,5,5.3,..,19,132,..,..,..,65.9,..,4,11,"1,028",5,12,"1,148",..,331,17.4,29,..,1.9,9,47.4
France,DB2009,..,..,5,7,1,0,..,10,184,13.5,..,..,..,..,..,9,113,6.3,..,7,4,28.3,0,..,10,1,5,5.3,..,7,132,..,..,..,65.4,..,2,9,"1,078",2,11,"1,248",..,331,17.4,29,..,1.9,9,44.7
France,DB2010,..,..,5,7,0.9,0,..,10,184,13,..,5,123,38.4,..,8,98,6.1,..,7,4,32.5,0,..,10,1,5,5.3,..,7,132,..,..,..,65.8,..,2,9,"1,078",2,11,"1,248",..,331,17.4,29,..,1.9,9,44.7
France,DB2011,26,22,5,7,0.9,0,31,10,184,13.4,59,5,123,39.6,147,8,59,6.1,45,7,4,33.3,0,74,10,1,5,5.3,55,7,132,..,..,..,65.8,26,2,9,"1,078",2,11,"1,248",6,331,17.4,29,45,1.9,9,45.2
France,DB2012,29,25,5,7,0.9,0,30,10,184,13.6,62,5,123,40.2,149,8,59,6.1,48,7,4,43.3,0,79,10,1,5,5.3,58,7,132,8.2,51.7,5.7,65.7,24,2,9,"1,078",2,11,"1,248",6,331,17.4,29,46,1.9,9,45.8
Gabon,DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Gabon,DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
Gabon,DB2006,..,..,9,58,27.8,41.5,..,13,232,33.3,..,..,..,..,..,7,39,10.5,..,3,2,..,..,..,6,1,3,3.3,..,26,488,..,..,..,45.1,..,6,19,"1,510",7,22,"1,600",..,"1,070",34.3,38,..,5,15,13.9
Gabon,DB2007,..,..,9,58,24.2,36.1,..,13,232,28.9,..,..,..,..,..,7,39,10.5,..,3,2,2.6,0,..,6,1,3,3.3,..,26,488,..,..,..,44.7,..,6,19,"1,510",7,22,"1,600",..,"1,070",34.3,38,..,5,15,13.9
Gabon,DB2008,..,..,9,58,25.6,38.2,..,13,201,30.7,..,..,..,..,..,7,39,10.5,..,3,2,2.4,0,..,6,1,3,3.3,..,26,488,..,..,..,44.7,..,6,19,"1,510",7,22,"1,600",..,"1,070",34.3,38,..,5,15,15.2
Gabon,DB2009,..,..,9,58,20.3,30.2,..,13,201,24.2,..,..,..,..,..,7,39,10.5,..,3,2,20.7,0,..,6,1,3,3.3,..,26,488,..,..,..,44.7,..,7,20,"1,945",8,22,"1,955",..,"1,070",34.3,38,..,5,15,15.2
Gabon,DB2010,..,..,9,58,17.8,26.5,..,13,201,21.3,..,6,160,256.9,..,7,39,10.5,..,3,2,3.9,0,..,6,1,3,3.3,..,26,488,..,..,..,44.7,..,7,20,"1,945",8,22,"1,955",..,"1,070",34.3,38,..,5,15,15.2
Gabon,DB2011,160,154,9,58,21.9,32.7,60,13,201,26.6,136,6,160,316.8,131,7,39,10.5,139,3,2,22.5,0,153,6,1,3,3.3,137,26,488,..,..,..,43.5,132,7,20,"1,945",8,22,"1,955",150,"1,070",34.3,38,145,5,15,15.2
Gabon,DB2012,156,156,9,58,17.3,26.4,58,13,201,21.5,137,6,160,256,134,7,39,10.5,98,6,2,24.2,0,155,6,1,3,3.3,141,26,488,18.4,22.7,2.3,43.5,133,7,20,"1,945",8,22,"1,955",150,"1,070",34.3,38,144,5,15,15.2
"Gambia, The",DB2004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
"Gambia, The",DB2005,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..
"Gambia, The",DB2006,..,..,8,27,318.1,0,..,14,109,259.9,..,..,..,..,..,5,66,7.6,..,5,0,..,..,..,2,1,5,2.7,..,50,376,..,..,..,286.3,..,6,23,889,7,23,859,..,917,37.9,33,..,3,15,18
"Gambia, The",DB2007,..,..,8,27,292.1,0,..,14,109,238.7,..,..,..,..,..,5,66,7.6,..,5,0,0,0,..,2,1,5,2.7,..,50,376,..,..,..,292.4,..,6,23,889,7,23,859,..,434,37.9,33,..,3,15,18
"Gambia, The",DB2008,..,..,9,32,279,0,..,14,109,229.2,..,..,..,..,..,5,66,7.6,..,5,0,0,0,..,2,1,5,2.7,..,50,376,..,..,..,292.4,..,6,23,809,7,23,779,..,434,37.9,33,..,3,15,19.3
"Gambia, The",DB2009,..,..,8,27,254.9,0,..,14,109,259.4,..,..,..,..,..,5,66,7.6,..,5,0,0,0,..,2,1,5,2.7,..,50,376,..,..,..,292.4,..,6,24,831,7,23,832,..,434,37.9,33,..,3,15,19.5
"Gambia, The",DB2010,..,..,8,27,215.1,0,..,14,109,221.5,..,4,178,"6,973.20",..,5,66,7.6,..,5,0,0,0,..,2,1,5,2.7,..,50,376,..,..,..,292.4,..,6,24,831,7,23,832,..,434,37.9,33,..,3,15,19.5
"Gambia, The",DB2011,145,114,8,27,199.6,0,80,14,143,207.3,137,4,178,"6,526.30",120,5,66,7.6,139,5,0,0,0,172,2,1,5,2.7,176,50,376,..,..,..,292.3,80,6,23,831,7,23,885,70,434,37.9,33,127,3,15,19.8
"Gambia, The",DB2012,149,120,8,27,206.1,0,88,14,143,192.9,127,5,78,"6,070.80",119,5,66,7.7,159,5,0,0,0,174,2,1,5,2.7,178,50,376,6.1,12.8,264.6,283.5,78,6,23,831,7,21,885,69,434,37.9,33,129,3,15,19.3
Georgia,DB2004,..,..,9,25,22.9,62.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375,41.2,37,..,3.3,4,20.2
Georgia,DB2005,..,..,9,25,13.7,54.5,..,..,..,..,..,..,..,..,..,8,39,2.5,..,5,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375,41.2,37,..,3.3,4,20.2
Georgia,DB2006,..,..,8,21,13.7,46.8,..,24,197,32.5,..,..,..,..,..,6,9,0.6,..,5,0,0,0,..,4,4,4,4,..,46,448,..,..,..,57,..,9,54,"1,570",15,52,"1,570",..,375,41.2,37,..,3.3,4,20.8
Georgia,DB2007,..,..,7,16,10.9,3.7,..,14,127,30.2,..,..,..,..,..,6,9,0.5,..,5,3,0,0,..,4,4,4,4,..,33,387,..,..,..,38.6,..,8,12,"1,305",7,14,"1,305",..,285,29.9,36,..,3.3,4,27.5
Georgia,DB2008,..,..,5,11,9.5,0,..,11,111,28.9,..,..,..,..,..,5,5,0.1,..,5,4,0,0.2,..,8,6,4,6,..,30,387,..,..,..,38.6,..,8,12,"1,305",7,14,"1,305",..,285,29.9,36,..,3.3,4,22.8
Georgia,DB2009,..,..,3,3,4,0,..,11,111,20.3,..,..,..,..,..,2,3,0,..,6,6,0,4.5,..,8,6,4,6,..,30,387,..,..,..,38.6,..,8,12,"1,380",7,14,"1,340",..,285,29.9,36,..,3.3,4,27.9
Georgia,DB2010,..,..,3,3,3.7,0,..,9,74,21.6,..,5,97,801.2,..,2,3,0,..,6,6,0,12.2,..,8,6,4,6,..,18,387,..,..,..,15.3,..,4,10,"1,270",4,13,"1,250",..,285,29.9,36,..,3.3,4,27.9
Georgia,DB2011,17,8,3,3,5,0,6,9,74,23.2,91,5,97,861,2,1,2,0.1,21,7,6,0,16.4,21,8,6,6,6.7,62,18,387,..,..,..,15.3,34,4,10,"1,329",4,13,"1,316",40,285,29.9,36,111,3.3,4,25.1
Georgia,DB2012,16,7,2,2,4.3,0,4,9,74,20.2,89,5,97,751.3,1,1,2,0.1,8,8,6,0,29.6,17,9,6,6,7,42,4,387,14.3,0,2.2,16.5,54,4,10,"1,595",4,13,"1,715",41,285,29.9,36,109,3.3,4,25.5
Germany,DB2004,..,..,9,45,5.9,49.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,403,14.4,30,..,1.2,1,56.4
Germany,DB2005,..,..,9,45,5.9,48.8,..,..,..,..,..,..,..,..,..,5,40,4.2,..,8,6,0.6,85.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,403,14.4,30,..,1.2,1,56.4
Germany,DB2006,..,..,9,24,4.7,47.6,..,9,129,60.6,..,..,..,..,..,5,40,4.2,..,8,6,0.6,88.2,..,5,5,5,5,..,12,196,..,..,..,49.2,..,4,7,740,5,7,765,..,394,14.4,30,..,1.2,8,52.7
Germany,DB2007,..,..,9,24,5.1,46.2,..,9,97,58.9,..,..,..,..,..,5,40,4.2,..,8,6,0.5,93.9,..,5,5,5,5,..,12,196,..,..,..,48.9,..,4,7,740,5,7,765,..,394,14.4,30,..,1.2,8,52.9
Germany,DB2008,..,..,9,18,5.7,42.8,..,9,97,54.6,..,..,..,..,..,5,40,4.8,..,8,6,0.7,98.1,..,5,5,5,5,..,12,196,..,..,..,50.1,..,4,7,740,5,7,765,..,394,14.4,30,..,1.2,8,53.1
Germany,DB2009,..,..,9,18,5.6,42.2,..,9,97,53.8,..,..,..,..,..,5,40,4.8,..,7,6,0.7,98.4,..,5,5,5,5,..,12,196,..,..,..,50.5,..,4,7,822,5,7,887,..,394,14.4,30,..,1.2,8,52.2
Germany,DB2010,..,..,9,18,4.7,0,..,9,97,52,..,3,17,50.6,..,5,40,5.2,..,7,6,0.8,98.3,..,5,5,5,5,..,12,196,..,..,..,44.9,..,4,7,872,5,7,937,..,394,14.4,30,..,1.2,8,52.2
Germany,DB2011,19,89,9,15,4.8,0,16,9,97,53.4,2,3,17,51.9,70,5,40,5.1,21,7,6,1,98.4,93,5,5,5,5,85,12,215,..,..,..,48.2,13,4,7,872,5,7,937,7,394,14.4,30,35,1.2,8,53.1
Germany,DB2012,19,98,9,15,4.6,0,15,9,97,49.7,2,3,17,49.9,77,5,40,5.2,24,7,6,1.3,100,97,5,5,5,5,89,12,221,19,21.8,5.9,46.7,12,4,7,872,5,7,937,8,394,14.4,30,36,1.2,8,53.8
Ghana,DB2004,..,..,11,22,80.5,41.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,552,23,37,..,1.9,22,25.2
Ghana,DB2005,..,..,11,22,62,31.4,..,..,..,..,..,..,..,..,..,6,169,2.6,..,6,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,552,23,37,..,1.9,22,24.8
Ghana,DB2006,..,..,11,18,55.8,27.9,..,16,218,0.2,..,..,..,..,..,6,169,2.1,..,6,0,0,0,..,7,5,6,6,..,37,304,..,..,..,40.1,..,6,47,822,7,55,842,..,552,23,37,..,1.9,22,23.7
Ghana,DB2007,..,..,11,18,47.2,23.2,..,16,218,0.2,..,..,..,..,..,6,169,1.7,..,6,0,0,0,..,7,5,6,6,..,37,304,..,..,..,36.1,..,6,21,822,7,42,842,..,552,23,37,..,1.9,22,24.7
Ghana,DB2008,..,..,10,15,38.9,20.9,..,16,218,"1,498.30",..,..,..,..,..,5,34,1.3,..,7,0,0,0,..,7,5,6,6,..,33,304,..,..,..,32.9,..,6,19,895,7,29,895,..,487,23,36,..,1.9,22,24
Ghana,DB2009,..,..,8,13,30.7,16.6,..,16,218,"1,281.60",..,..,..,..,..,5,34,1.2,..,7,0,0,0,..,7,5,6,6,..,33,224,..,..,..,32.7,..,6,19,"1,003",7,29,"1,130",..,487,23,36,..,1.9,22,24
Ghana,DB2010,..,..,7,12,24.8,13.4,..,16,218,"1,099.00",..,4,78,"2,311.20",..,5,34,1.1,..,7,0,0,0,..,7,5,6,6,..,33,224,..,..,..,32.7,..,6,19,"1,013",7,29,"1,203",..,487,23,36,..,1.9,22,24
Ghana,DB2011,60,85,7,12,11.9,6.5,152,16,218,598.7,74,4,78,"1,425.60",34,5,34,0.8,45,8,3,0,10.3,44,7,5,6,6,52,33,224,..,..,..,32.7,87,6,19,"1,013",7,29,"1,203",45,487,23,36,115,1.9,22,23.7
Ghana,DB2012,63,104,7,12,17.3,5.5,156,16,218,560.3,68,4,78,"1,218.50",36,5,34,0.7,48,8,3,0,3.3,46,7,5,6,6,90,33,224,18.4,14.7,0.5,33.6,90,6,19,"1,013",7,29,"1,315",45,487,23,36,106,1.9,22,26
Greece,DB2004,..,..,15,38,32.7,135.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,819,14.4,39,..,2,9,44.5
